date,cause,source,location,substance,volume,volume_units
10/29/2005,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,1,m3
10/3/2006,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,24,m3
10/6/2007,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,2,m3
3/17/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,5,m3
6/2/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,5,m3
1/28/2004,Equipment Failure,Service Well,DRAYTON VALLEY,Salt/Produced Water,30,m3
10/22/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,2,m3
1/22/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,1,m3
9/17/2008,Equipment Failure,Oil Well,Drayton Valley,Fuel Gas,1,103m3
12/14/2008,Operator Error,Oil Well,Drayton Valley,Drilling Mud (HC Based),0.1,m3
9/20/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Waste,0,m3
9/28/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Waste,0,m3
12/7/2011,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Fresh Water,0.1,m3
10/25/2012,Equipment Failure,Oil Well,Drayton Valley,Gas Production (Raw),0.1,103m3
2/5/2012,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,1,m3
10/28/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
10/11/2007,Equipment Failure,Service Well,Drayton Valley,Salt/Produced Water,5,m3
3/7/2010,Equipment Failure,Oil Well,Drayton Valley,Salt/Produced Water,5,m3
4/29/2008,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,0.1,m3
8/11/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.5,m3
2/22/2006,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,0.1,m3
3/14/2008,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,1,m3
8/24/2006,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,5,m3
6/28/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Oily Sludge,0.7,m3
July 02 2008,Operator Error,Crude Oil Group Battery,Drayton Valley,,,
9/7/2008,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,12.5,m3
10/9/2008,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,0.1,m3
4/6/2006,Operator Error,Gas Plant Sweet,Drayton Valley,Oily Sludge,0.1,m3
10/1/2011,Equipment Failure,Gas Plant Sweet,Drayton Valley,Condensate,4,m3
2/3/2008,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,2,m3
2/12/2009,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,10,m3
2/23/2009,Operator Error,Water Pipeline,Drayton Valley,Gas Production (Raw),0.5,103m3
8/12/2005,Equipment Failure,Drilling Well,Drayton Valley,Frac Oil,0.8,m3
4/11/2011,Equipment Failure,Water Pipeline,Drayton Valley,Gas Production (Raw),10,103m3
8/1/2006,Operator Error,Suspended Well,Drayton Valley,Frac Oil,1,m3
8/26/2005,Equipment Failure,Oil Well,Drayton Valley,Salt/Produced Water,12,m3
7/5/2004,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Crude Oil,0.5,m3
12/17/2009,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,17.1,m3
1/15/2009,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),0.5,103m3
12/4/2010,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),10,103m3
1/28/2013,Operator Error,Oil Well,Wainwright,Crude Oil,0.5,m3
2/22/2012,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,6,m3
7/18/2011,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),110,103m3
5/5/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,1,m3
3/17/2006,Equipment Failure,Drilling Well,Drayton Valley,Drilling Mud (HC Based),5,m3
9/2/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,0.5,m3
2/26/2004,Operator Error,Crude Oil Group Battery,DRAYTON VALLEY,Crude Oil,2,m3
4/18/2006,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,1,m3
8/22/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,1,m3
7/12/2005,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Fresh Water,0.1,m3
1/4/2011,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,20,m3
2/7/2011,Operator Error,Natural Gas Pipeline,Drayton Valley,Crude Oil,0.1,m3
10/10/2006,Equipment Failure,Oil Well,Drayton Valley,Gas Production (Raw),0.1,103m3
6/21/2008,Operator Error,Crude Oil Single Battery,Drayton Valley,Crude Oil,0.2,m3
7/8/2005,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Marketable),0.1,103m3
8/9/2005,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
4/19/2006,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,0.1,m3
12/22/2006,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
2/10/2007,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
2/5/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
8/31/2009,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),0.1,103m3
11/28/2009,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
11/20/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,1,m3
8/8/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,1,m3
1/26/2007,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.3,103m3
9/26/2007,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
10/31/2007,Operator Error,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),4,103m3
3/3/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
6/6/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
1/10/2010,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
5/15/2010,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),0.5,103m3
9/9/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,15,m3
12/25/2008,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.4,m3
7/25/2010,Equipment Failure,Oil Well,Drayton Valley,Gas Production (Raw),10,103m3
9/23/2010,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),0.5,103m3
8/28/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,20,m3
2/14/2010,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,48,m3
6/25/2005,Operator Error,Suspended Well,Drayton Valley,Frac Oil,0.3,m3
5/8/2003,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Crude Oil,1,m3
9/10/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,1.5,m3
10/15/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,2,m3
11/9/2005,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,2,m3
1/12/2012,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.1,m3
3/14/2009,Operator Error,Crude Oil Pipeline,Drayton Valley,Crude Oil,3,m3
6/12/2009,Equipment Failure,Gas Well,Drayton Valley,Gas Production (Raw),0.1,103m3
10/7/2010,Operator Error,Suspended Well,Drayton Valley,Drilling Mud  (Water Based),5,m3
9/26/2010,Operator Error,Oil Well,Drayton Valley,Frac Oil,0.1,m3
8/13/2003,Equipment Failure,Unknown,DRAYTON VALLEY,Condensate,3,m3
7/30/2012,Equipment Failure,Gas Well,Drayton Valley,Gas Production (Raw),0.1,103m3
11/16/2009,Operator Error,Suspended Well,Drayton Valley,Frac Oil,4.5,m3
6/5/2011,Operator Error,Oil Well,Drayton Valley,Crude Oil,0.2,m3
7/20/2012,Equipment Failure,Gas Well,Drayton Valley,Condensate,0.1,m3
9/26/2012,Equipment Failure,Gas Well,Drayton Valley,Gas Production (Raw),0.1,103m3
10/27/2008,Equipment Failure,Compressor Station,Drayton Valley,Condensate,0.2,m3
1/6/2010,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,10,m3
11/24/2010,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,17,m3
2/8/2011,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,1.8,m3
4/24/2012,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,3,m3
12/20/2008,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),5,103m3
10/13/2009,Equipment Failure,Gas Single Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
4/4/2010,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),0.8,103m3
3/9/2010,Operator Error,Unknown,Drayton Valley,Condensate,0.5,m3
9/30/2011,Equipment Failure,Gas Well,Drayton Valley,Salt/Produced Water,6.5,m3
2/3/2004,Equipment Failure,Gas Plant Sulphur Recover,DRAYTON VALLEY,Acid Gas,0.1,103m3
6/25/2004,Equipment Failure,Gas Plant Sulphur Recover,DRAYTON VALLEY,Gas Production (Raw),6,103m3
10/28/2004,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Gas Production (Raw),0.1,103m3
5/26/2008,Operator Error,Gas Plant Sulphur Recover,Drayton Valley,Salt/Produced Water,3,m3
3/16/2009,Equipment Failure,Gas Plant Sulphur Recover,Drayton Valley,Salt/Produced Water,27,m3
3/18/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,1,m3
6/17/2010,Operator Error,Service Well,Drayton Valley,Salt/Produced Water,5,m3
5/15/2011,Operator Error,Unknown,Drayton Valley,Crude Oil,0.3,m3
2/5/2012,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,8,m3
6/8/2005,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Acid Gas,0.1,103m3
6/27/2006,Operator Error,Oil Well,Drayton Valley,Salt/Produced Water,1.5,m3
11/19/2010,Equipment Failure,Other Injection/Disposal,Drayton Valley,Gas Production (Raw),0.1,103m3
12/23/2010,Equipment Failure,Oil Well,Drayton Valley,Waste,0,m3
1/28/2012,Equipment Failure,Drilling Well,Drayton Valley,Drilling Mud (HC Based),8,m3
10/8/2004,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Acid Gas,0.1,103m3
3/20/2007,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Crude Oil,0.1,m3
6/30/2005,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),0.1,103m3
9/12/2004,Operator Error,Drilling Well,DRAYTON VALLEY,Drilling Mud (HC Based),5,m3
11/25/2004,Operator Error,Drilling Well,Drayton Valley,Drilling Mud  (Water Based),15,m3
12/11/2005,Equipment Failure,Gas Well,Drayton Valley,Salt/Produced Water,2,m3
7/23/2004,Operator Error,Oil Well,DRAYTON VALLEY,Condensate,0.1,m3
3/13/2007,Equipment Failure,Compressor Station,Drayton Valley,Gas Production (Raw),0.1,103m3
3/1/2004,Equipment Failure,Sour Gas Pipeline,DRAYTON VALLEY,Hydrotest Fluids (Methanol),0.5,m3
1/9/2004,Operator Error,Sour Gas Pipeline,DRAYTON VALLEY,Drilling Mud  (Water Based),15,m3
7/8/2003,Equipment Failure,Tank Farm / Oil Terminals,WAINWRIGHT,Salt/Produced Water,0.6,m3
9/29/2012,Equipment Failure,Oil Well,Wainwright,Crude Oil,30,m3
11/5/2012,Operator Error,Oil Well,Wainwright,Crude Oil,0.4,m3
6/6/2012,Operator Error,Oil Well,Wainwright,Crude Oil,6,m3
1/16/2007,Operator Error,Oil Well,Wainwright,Crude Oil,0.1,m3
5/23/2006,Operator Error,Oil Well,Wainwright,Crude Oil,0.1,m3
7/13/2006,Equipment Failure,Oil Well,Wainwright,Crude Oil,2,m3
9/22/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Salt/Produced Water,20,m3
10/13/2008,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.5,m3
10/29/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,0.1,m3
1/15/2009,Equipment Failure,Water Pipeline,Wainwright,Waste,0,m3
1/16/2009,Equipment Failure,Water Pipeline,Wainwright,Hydrotest Fluids (Methanol),0.1,m3
2/23/2010,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,0.5,m3
6/7/2005,Equipment Failure,Crude Oil Pipeline,Wainwright,Salt/Produced Water,10,m3
11/30/2004,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
11/25/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,1,m3
7/10/2007,Operator Error,Oil Well,Wainwright,Crude Oil,0.1,m3
11/18/2010,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
7/21/2007,Operator Error,Abandoned Well,Wainwright,Gas Production (Raw),0.1,103m3
8/3/2007,Operator Error,Oil Well,Wainwright,Crude Oil,0.1,m3
12/19/2008,Operator Error,Suspended Well,Wainwright,Salt/Produced Water,14,m3
11/2/2012,Equipment Failure,Oil Well,Wainwright,Crude Oil,3,m3
5/21/2008,Operator Error,Oil Well,Wainwright,Crude Oil,0.1,m3
12/22/2011,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,7,m3
9/26/2012,Operator Error,Oil Well,Wainwright,Crude Oil,4,m3
6/4/2005,Operator Error,Oil Well,Wainwright,Crude Oil,0.2,m3
6/29/2009,Equipment Failure,Oil Well,Wainwright,Crude Oil,5,m3
8/5/2009,Equipment Failure,Oil Well,Wainwright,Crude Oil,0,m3
10/29/2012,Operator Error,Oil Well,Wainwright,Crude Oil,4,m3
4/15/2005,Operator Error,Crude Oil Group Battery,Wainwright,Salt/Produced Water,0.1,m3
2/17/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Salt/Produced Water,4,m3
2/24/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,4,m3
4/15/2005,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,1.5,m3
5/16/2010,Operator Error,Crude Oil Group Battery,Wainwright,Crude Oil,12,m3
12/1/2011,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,20,m3
12/15/2006,Operator Error,Oil Well,Wainwright,Crude Bitumen,1.5,m3
4/3/2005,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,4,m3
11/10/2007,Operator Error,Oil Well,Wainwright,Crude Oil,30,m3
10/25/2003,Operator Error,Abandoned Well,WAINWRIGHT,Crude Oil,19,m3
10/21/2007,Operator Error,Oil Well,Wainwright,Crude Oil,4,m3
10/7/2008,Operator Error,Oil Well,Wainwright,Salt/Produced Water,20,m3
1/17/2006,Operator Error,Oil Well,Wainwright,Salt/Produced Water,10,m3
12/29/2008,Operator Error,Oil Well,Wainwright,Crude Oil,2,m3
5/1/2009,Operator Error,Oil Well,Wainwright,Salt/Produced Water,13,m3
9/27/2004,Operator Error,Oil Well,Wainwright,Crude Oil,16,m3
12/23/2007,Operator Error,Oil Well,Wainwright,Salt/Produced Water,9,m3
5/10/2012,Equipment Failure,Oil Well,Wainwright,Crude Oil,3.5,m3
5/21/2009,Operator Error,Oil Well,Wainwright,Salt/Produced Water,1,m3
7/9/2010,Operator Error,Oil Well,Wainwright,Crude Oil,3,m3
9/9/2009,Equipment Failure,Gas Well,Wainwright,Salt/Produced Water,7,m3
8/30/2010,Operator Error,Gas Well,Wainwright,Salt/Produced Water,3,m3
5/13/2009,Operator Error,Oil Well,Wainwright,Salt/Produced Water,9,m3
6/2/2004,Operator Error,Natural Gas Pipeline,Wainwright,Crude Oil,0.3,m3
8/2/2012,Equipment Failure,Natural Gas Pipeline,Wainwright,Waste,0,m3
5/1/2009,Operator Error,Gas Well,Wainwright,Salt/Produced Water,8,m3
February 10 2005,Operator Error,Natural Gas Pipeline,Wainwright,,,
3/17/2008,Equipment Failure,Oil Well,Wainwright,Crude Oil,2.5,m3
10/20/2004,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,1.5,m3
10/18/2004,Operator Error,Oil Well,Wainwright,Crude Oil,0.1,m3
6/22/2010,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
10/4/2003,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,50,m3
7/15/2004,Operator Error,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,0.3,m3
11/25/2010,Operator Error,Multiphase Pipeline,Wainwright,Salt/Produced Water,0.5,m3
7/19/2008,Equipment Failure,Oil Well,Wainwright,Crude Oil,10,m3
10/4/2006,Operator Error,Gas Well,Wainwright,Salt/Produced Water,8,m3
11/21/2005,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Marketable),0.1,103m3
6/8/2007,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
9/4/2010,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
10/3/2011,Operator Error,Natural Gas Pipeline,Wainwright,Waste,0,m3
12/30/2005,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),100,103m3
1/11/2006,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),100,103m3
8/3/2006,Equipment Failure,Natural Gas Pipeline,Wainwright,Fresh Water,0.1,m3
5/5/2008,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
5/22/2004,Equipment Failure,Gas Well,ST. ALBERT,Salt/Produced Water,17,m3
10/28/2010,Equipment Failure,Crude Oil Pipeline,St. Albert,Crude Oil,7,m3
9/25/2003,Equipment Failure,Water Pipeline,ST. ALBERT,Salt/Produced Water,1,m3
3/7/2005,Equipment Failure,Crude Oil Pipeline,St. Albert,Crude Oil,150,m3
4/30/2006,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,150,m3
6/10/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,2,m3
5/9/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Salt/Produced Water,3,m3
8/18/2004,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,0.1,m3
7/29/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,10,m3
5/13/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.2,m3
10/1/2008,Equipment Failure,Water Pipeline,St. Albert,Fresh Water,0.1,m3
7/7/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,0.5,m3
6/2/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Salt/Produced Water,10,m3
10/12/2008,Equipment Failure,Crude Oil Pipeline,St. Albert,Crude Oil,0.1,m3
3/16/2011,Equipment Failure,Water Pipeline,St. Albert,Hydrotest Fluids (Methanol),0.2,m3
October 04 2012,Equipment Failure,Water Pipeline,St. Albert,,,
9/14/2010,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,350,m3
8/7/2009,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.1,m3
6/28/2008,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),2,103m3
9/26/2005,Operator Error,Drilling Well,St. Albert,Gas Production (Raw),0.1,103m3
12/5/2003,Equipment Failure,Water Pipeline,ST. ALBERT,Salt/Produced Water,1,m3
2/8/2006,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,25,m3
6/20/2007,Equipment Failure,Crude Oil Group Battery,St. Albert,Salt/Produced Water,20,m3
5/20/2009,Equipment Failure,Crude Oil Group Battery,St. Albert,Salt/Produced Water,8,m3
8/28/2005,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,8,m3
2/8/2006,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,5,m3
8/20/2011,Equipment Failure,Oil Well,St. Albert,Crude Oil,1,m3
4/29/2010,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Marketable),0.5,103m3
5/20/2004,Equipment Failure,Natural Gas Pipeline,ST. ALBERT,Gas Production (Marketable),0.5,103m3
9/9/2004,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Marketable),1,103m3
6/21/2005,Operator Error,Crude Oil Group Battery,St. Albert,Salt/Produced Water,0.5,m3
9/29/2004,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
2/16/2008,Equipment Failure,Crude Oil Group Battery,St. Albert,Crude Oil,37,m3
5/15/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Salt/Produced Water,2,m3
6/7/2004,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,60,m3
4/9/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,0.1,m3
11/7/2010,Equipment Failure,Oil Well,St. Albert,Salt/Produced Water,5,m3
9/20/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
12/29/2012,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,1,m3
1/27/2009,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,1,m3
3/23/2005,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,10,m3
8/2/2012,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.5,m3
7/30/2003,Equipment Failure,Oil/Bitumen Satellite,ST. ALBERT,Salt/Produced Water,29,m3
6/8/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
10/15/2012,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
9/16/2003,Equipment Failure,Crude Oil Group Battery,ST. ALBERT,Crude Oil,15,m3
9/2/2005,Equipment Failure,Natural Gas Pipeline,St. Albert,Salt/Produced Water,0.2,m3
5/7/2009,Equipment Failure,Gas Plnt Acid Gas Flr/Inj,St. Albert,Gas Production (Raw),0.1,103m3
1/26/2011,Equipment Failure,Gas Plnt Acid Gas Flr/Inj,St. Albert,Condensate,0.2,m3
3/25/2011,Operator Error,Gas Plnt Acid Gas Flr/Inj,St. Albert,Condensate,0.5,m3
10/15/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,1,m3
9/24/2008,Operator Error,Abandoned Well,St. Albert,Gas Production (Raw),2,103m3
4/22/2011,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Marketable),2,103m3
2/27/2006,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,14,m3
8/17/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Process Water,2,m3
3/11/2008,Operator Error,Gas Plnt Acid Gas Flr/Inj,Drayton Valley,Gas Production (Raw),0.1,103m3
5/1/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,25,m3
3/24/2005,Equipment Failure,Oil Well,Drayton Valley,Gas Production (Raw),0.1,103m3
